# X values | Y values
1.550000000000000000e+02 | 6.013445590060790380e+00
1.560000000000000000e+02 | 4.392110300468933914e+00
1.570000000000000000e+02 | 8.037248469868622180e+00
1.580000000000000000e+02 | 6.450388548840390257e+00
1.590000000000000000e+02 | 4.230380400745433533e+00
1.600000000000000000e+02 | 7.875460204412631171e+00
1.610000000000000000e+02 | 6.018007260922752621e+00
1.620000000000000000e+02 | 7.060138982857646184e+00
1.630000000000000000e+02 | 7.199322018055198669e+00
1.640000000000000000e+02 | 4.025373034412634610e+00
1.650000000000000000e+02 | 8.333321747833743132e+00
1.660000000000000000e+02 | 4.503578356181602516e+00
1.670000000000000000e+02 | 8.372110786310518193e+00
1.680000000000000000e+02 | 6.381566337725105953e+00
1.690000000000000000e+02 | 4.902728039564726359e+00
1.700000000000000000e+02 | 4.386558533906050883e+00
1.710000000000000000e+02 | 6.943995068844986740e+00
1.720000000000000000e+02 | 8.301760885859444272e+00
1.730000000000000000e+02 | 4.590497990897564939e+00
1.740000000000000000e+02 | 4.378331036957957778e+00
1.750000000000000000e+02 | 6.470719018314315285e+00
1.760000000000000000e+02 | 5.932560041021680775e+00
1.770000000000000000e+02 | 5.863412794731174493e+00
1.780000000000000000e+02 | 4.009038491722806796e+00
1.790000000000000000e+02 | 7.163962659971653935e+00
1.800000000000000000e+02 | 6.958651505046409724e+00
1.810000000000000000e+02 | 5.060177147958747845e+00
1.820000000000000000e+02 | 4.445549451762785154e+00
1.830000000000000000e+02 | 4.914247534836031939e+00
1.840000000000000000e+02 | 6.331217671420676041e+00
1.850000000000000000e+02 | 4.745949863045645145e+00
1.860000000000000000e+02 | 5.483374533735918988e+00
1.870000000000000000e+02 | 5.553584712054207451e+00
1.880000000000000000e+02 | 5.721998906668095408e+00
1.890000000000000000e+02 | 4.965960202494437148e+00
1.900000000000000000e+02 | 7.490107352001062146e+00
1.910000000000000000e+02 | 5.566214726936960844e+00
1.920000000000000000e+02 | 5.787804517069996990e+00
1.930000000000000000e+02 | 7.001379555072977823e+00
1.940000000000000000e+02 | 5.937084379899435049e+00
1.950000000000000000e+02 | 5.784628943207487772e+00
1.960000000000000000e+02 | 5.360082237863057486e+00
1.970000000000000000e+02 | 7.439716874145609893e+00
1.980000000000000000e+02 | 6.877692608872628455e+00
1.990000000000000000e+02 | 6.759491193909431317e+00
2.000000000000000000e+02 | 7.438921489418177657e+00
2.010000000000000000e+02 | 7.927592661724840895e+00
2.020000000000000000e+02 | 8.327573203578333860e+00
2.030000000000000000e+02 | 7.407864670327953149e+00
2.040000000000000000e+02 | 7.334695988473299622e+00
2.050000000000000000e+02 | 7.322330984243173191e+00
2.060000000000000000e+02 | 6.730811060164972659e+00
2.070000000000000000e+02 | 7.035388611238099443e+00
2.080000000000000000e+02 | 6.612287300853757266e+00
2.090000000000000000e+02 | 7.173253737976812872e+00
2.100000000000000000e+02 | 7.538251159823992076e+00
2.110000000000000000e+02 | 5.756157320931238885e+00
2.120000000000000000e+02 | 8.683082788906613558e+00
2.130000000000000000e+02 | 7.722597502986332962e+00
2.140000000000000000e+02 | 6.417418132155590982e+00
2.150000000000000000e+02 | 8.344852951314610578e+00
2.160000000000000000e+02 | 9.045609640726439693e+00
2.170000000000000000e+02 | 9.280521413905779227e+00
2.180000000000000000e+02 | 5.411565302548237533e+00
2.190000000000000000e+02 | 4.799007783095690982e+00
2.200000000000000000e+02 | 6.811340260641945754e+00
2.210000000000000000e+02 | 8.061292380035597560e+00
2.220000000000000000e+02 | 7.697286662800093993e+00
2.230000000000000000e+02 | 7.728971634103903199e+00
2.240000000000000000e+02 | 7.711380774710944408e+00
2.250000000000000000e+02 | 7.072334784416948850e+00
2.260000000000000000e+02 | 8.626855330950645495e+00
2.270000000000000000e+02 | 6.630679057836475820e+00
2.280000000000000000e+02 | 7.005393966938022743e+00
2.290000000000000000e+02 | 8.524892530855776585e+00
2.300000000000000000e+02 | 9.575918721186358340e+00
2.310000000000000000e+02 | 8.489197458063504342e+00
2.320000000000000000e+02 | 8.337793835057176750e+00
2.330000000000000000e+02 | 5.999359847398382684e+00
2.340000000000000000e+02 | 8.756141409836491363e+00
2.350000000000000000e+02 | 8.885606158400982224e+00
2.360000000000000000e+02 | 7.710959100447523085e+00
2.370000000000000000e+02 | 6.192762379657878569e+00
2.380000000000000000e+02 | 8.377159252662076838e+00
2.390000000000000000e+02 | 7.691426403546905988e+00
2.400000000000000000e+02 | 9.043002336334629021e+00
2.410000000000000000e+02 | 5.616411554596306033e+00
2.420000000000000000e+02 | 7.302435822091548623e+00
2.430000000000000000e+02 | 7.442007686972027081e+00
2.440000000000000000e+02 | 7.684631283675212643e+00
2.450000000000000000e+02 | 9.478030848436286959e+00
2.460000000000000000e+02 | 5.832009132206204427e+00
2.470000000000000000e+02 | 8.732710419685179914e+00
2.480000000000000000e+02 | 8.791756073859636089e+00
2.490000000000000000e+02 | 6.460632260251265357e+00
2.500000000000000000e+02 | 8.293401972755130913e+00
2.510000000000000000e+02 | 9.278065819605235021e+00
2.520000000000000000e+02 | 7.867764984023413177e+00
2.530000000000000000e+02 | 7.713926736885502677e+00
2.540000000000000000e+02 | 7.879394379975042995e+00
2.550000000000000000e+02 | 6.466176324693171829e+00
2.560000000000000000e+02 | 9.596034858377032961e+00
2.570000000000000000e+02 | 8.873881533736751592e+00
2.580000000000000000e+02 | 9.803778128630810329e+00
2.590000000000000000e+02 | 7.287878638931053032e+00
2.600000000000000000e+02 | 9.918755856073540045e+00
2.610000000000000000e+02 | 9.155032948163537299e+00
2.620000000000000000e+02 | 7.146781674996063316e+00
2.630000000000000000e+02 | 7.154824114391201917e+00
2.640000000000000000e+02 | 9.554268581984565856e+00
2.650000000000000000e+02 | 1.017013844589571647e+01
2.660000000000000000e+02 | 7.912602046694404478e+00
2.670000000000000000e+02 | 6.848997631536327013e+00
2.680000000000000000e+02 | 8.083018174308495674e+00
2.690000000000000000e+02 | 1.082540078766148994e+01
2.700000000000000000e+02 | 6.656817847463057269e+00
2.710000000000000000e+02 | 7.780552326302791144e+00
2.720000000000000000e+02 | 1.064282853571085496e+01
2.730000000000000000e+02 | 8.615733328454886930e+00
2.740000000000000000e+02 | 1.101455207258996793e+01
2.750000000000000000e+02 | 8.135300561293300703e+00
2.760000000000000000e+02 | 8.927729885562131429e+00
2.770000000000000000e+02 | 9.726045853380913542e+00
2.780000000000000000e+02 | 8.936081183881343648e+00
2.790000000000000000e+02 | 8.654506057469776081e+00
2.800000000000000000e+02 | 8.201452122626292862e+00
2.810000000000000000e+02 | 1.126202021634757244e+01
2.820000000000000000e+02 | 1.131199519278422905e+01
2.830000000000000000e+02 | 8.782220406344043440e+00
2.840000000000000000e+02 | 9.226835214568163579e+00
2.850000000000000000e+02 | 8.978487858722681736e+00
2.860000000000000000e+02 | 9.911971255653536872e+00
2.870000000000000000e+02 | 9.605173680365290068e+00
2.880000000000000000e+02 | 7.868783466035994323e+00
2.890000000000000000e+02 | 1.107664040247417958e+01
2.900000000000000000e+02 | 8.775456638724058678e+00
2.910000000000000000e+02 | 9.702010145298984867e+00
2.920000000000000000e+02 | 7.469433684361396431e+00
2.930000000000000000e+02 | 7.830814093810954724e+00
2.940000000000000000e+02 | 1.169638273866058853e+01
2.950000000000000000e+02 | 8.316918739414163042e+00
2.960000000000000000e+02 | 1.005153689383710969e+01
2.970000000000000000e+02 | 8.569113030068287173e+00
2.980000000000000000e+02 | 9.097169985754609556e+00
2.990000000000000000e+02 | 9.257509609235082593e+00
3.000000000000000000e+02 | 1.197741874281205909e+01
3.010000000000000000e+02 | 9.678333030902296130e+00
3.020000000000000000e+02 | 1.070367817671373345e+01
3.030000000000000000e+02 | 8.149432444745055903e+00
3.040000000000000000e+02 | 1.140622418101933633e+01
3.050000000000000000e+02 | 8.859787076353928370e+00
3.060000000000000000e+02 | 9.184783462270280197e+00
3.070000000000000000e+02 | 8.476902026278830604e+00
3.080000000000000000e+02 | 1.009984869824342013e+01
3.090000000000000000e+02 | 8.469648892602331003e+00
3.100000000000000000e+02 | 1.212668658842718727e+01
3.110000000000000000e+02 | 1.012260311102690657e+01
3.120000000000000000e+02 | 1.275718329861239297e+01
3.130000000000000000e+02 | 8.748466881634382020e+00
3.140000000000000000e+02 | 1.313476906040146375e+01
3.150000000000000000e+02 | 1.000213547634190370e+01
3.160000000000000000e+02 | 1.303231766149303894e+01
3.170000000000000000e+02 | 1.050731657581910206e+01
3.180000000000000000e+02 | 9.314429857050221528e+00
3.190000000000000000e+02 | 1.039426422328632427e+01
3.200000000000000000e+02 | 1.145388018084419990e+01
3.210000000000000000e+02 | 1.046080613615329646e+01
3.220000000000000000e+02 | 9.362456699270319760e+00
3.230000000000000000e+02 | 1.265985655172697832e+01
3.240000000000000000e+02 | 9.909472205285805302e+00
3.250000000000000000e+02 | 1.003897514209813480e+01
3.260000000000000000e+02 | 1.209283111473878947e+01
3.270000000000000000e+02 | 9.798411204523056028e+00
3.280000000000000000e+02 | 1.017695466082620825e+01
3.290000000000000000e+02 | 1.125196108474987255e+01
3.300000000000000000e+02 | 9.672008689962952488e+00
3.310000000000000000e+02 | 1.367413687029078595e+01
3.320000000000000000e+02 | 1.148760626596773982e+01
3.330000000000000000e+02 | 1.426601470666880900e+01
3.340000000000000000e+02 | 1.071465827025422435e+01
3.350000000000000000e+02 | 1.439776205306454493e+01
3.360000000000000000e+02 | 1.036932609965389318e+01
3.370000000000000000e+02 | 1.272806380624093592e+01
3.380000000000000000e+02 | 1.164785510206318619e+01
3.390000000000000000e+02 | 1.217675254639395988e+01
3.400000000000000000e+02 | 1.257231379066172394e+01
3.410000000000000000e+02 | 1.196335088474249275e+01
3.420000000000000000e+02 | 1.217937763568202492e+01
3.430000000000000000e+02 | 1.122714936470100788e+01
3.440000000000000000e+02 | 1.241922169894527705e+01
3.450000000000000000e+02 | 1.446783809443639335e+01
3.460000000000000000e+02 | 1.249473615617156419e+01
3.470000000000000000e+02 | 1.357911612209194629e+01
3.480000000000000000e+02 | 1.129460259662790378e+01
3.490000000000000000e+02 | 1.402599054605276585e+01
3.500000000000000000e+02 | 1.290930019461917588e+01
3.510000000000000000e+02 | 1.147431635735833844e+01
3.520000000000000000e+02 | 1.269382997565011983e+01
3.530000000000000000e+02 | 1.510943505796149111e+01
3.540000000000000000e+02 | 1.316807164460526991e+01
3.550000000000000000e+02 | 1.503693032083710257e+01
3.560000000000000000e+02 | 1.526461480723372333e+01
3.570000000000000000e+02 | 1.311226841322744185e+01
3.580000000000000000e+02 | 1.589883215016002183e+01
3.590000000000000000e+02 | 1.361066318729434776e+01
3.600000000000000000e+02 | 1.429724978818655323e+01
3.610000000000000000e+02 | 1.310645474712542580e+01
3.620000000000000000e+02 | 1.388233914743325847e+01
3.630000000000000000e+02 | 1.664498194019511246e+01
3.640000000000000000e+02 | 1.448768455654053966e+01
3.650000000000000000e+02 | 1.652966479570298475e+01
3.660000000000000000e+02 | 1.371937850423798722e+01
3.670000000000000000e+02 | 1.610799305080955079e+01
3.680000000000000000e+02 | 1.490382412384648347e+01
3.690000000000000000e+02 | 1.444063512032655794e+01
3.700000000000000000e+02 | 1.334710477875027479e+01
3.710000000000000000e+02 | 1.528673931487610460e+01
3.720000000000000000e+02 | 1.657008519402791791e+01
3.730000000000000000e+02 | 1.619284887338505996e+01
3.740000000000000000e+02 | 1.454725314600572439e+01
3.750000000000000000e+02 | 1.753019782786680025e+01
3.760000000000000000e+02 | 1.667563595721215108e+01
3.770000000000000000e+02 | 1.755964023660366635e+01
3.780000000000000000e+02 | 1.670799346335605762e+01
3.790000000000000000e+02 | 1.595424384743438218e+01
3.800000000000000000e+02 | 1.425173284453590838e+01
3.810000000000000000e+02 | 1.525661321618199118e+01
3.820000000000000000e+02 | 1.812551950795823075e+01
3.830000000000000000e+02 | 1.748144523329242261e+01
3.840000000000000000e+02 | 1.755124409945794639e+01
3.850000000000000000e+02 | 1.750417453517087907e+01
3.860000000000000000e+02 | 1.653763899717474217e+01
3.870000000000000000e+02 | 1.795343522583035423e+01
3.880000000000000000e+02 | 1.733751753070731283e+01
3.890000000000000000e+02 | 1.687929408445061341e+01
3.900000000000000000e+02 | 1.942554951019283038e+01
3.910000000000000000e+02 | 1.796803224122827203e+01
3.920000000000000000e+02 | 1.742936182067199624e+01
3.930000000000000000e+02 | 1.986702983279410262e+01
3.940000000000000000e+02 | 1.833039822629692850e+01
3.950000000000000000e+02 | 1.756580427358218799e+01
3.960000000000000000e+02 | 1.747410421996542240e+01
3.970000000000000000e+02 | 1.779323146482474627e+01
3.980000000000000000e+02 | 1.875278442364621156e+01
3.990000000000000000e+02 | 1.648618723074445569e+01
4.000000000000000000e+02 | 2.048222193493945298e+01
4.010000000000000000e+02 | 1.739498319469429788e+01
4.020000000000000000e+02 | 1.941750664193843789e+01
4.030000000000000000e+02 | 1.924640618480094645e+01
4.040000000000000000e+02 | 2.026789452544978332e+01
4.050000000000000000e+02 | 1.759364891598791303e+01
4.060000000000000000e+02 | 1.962450885995701810e+01
4.070000000000000000e+02 | 1.842299313122178717e+01
4.080000000000000000e+02 | 1.720753265461666714e+01
4.090000000000000000e+02 | 2.035614151276686101e+01
4.100000000000000000e+02 | 1.880596385549744554e+01
4.110000000000000000e+02 | 1.773507440323502848e+01
4.120000000000000000e+02 | 1.811461915284251134e+01
4.130000000000000000e+02 | 1.912442261887330730e+01
4.140000000000000000e+02 | 2.145604005184931040e+01
4.150000000000000000e+02 | 2.259612312211481111e+01
4.160000000000000000e+02 | 2.064289956223221978e+01
4.170000000000000000e+02 | 1.966977188885340411e+01
4.180000000000000000e+02 | 1.887288032994826636e+01
4.190000000000000000e+02 | 2.193603860348892454e+01
4.200000000000000000e+02 | 1.943062952992696069e+01
4.210000000000000000e+02 | 2.138804678414781790e+01
4.220000000000000000e+02 | 1.925957395575836983e+01
4.230000000000000000e+02 | 2.222895576118514072e+01
4.240000000000000000e+02 | 2.319463477579373745e+01
4.250000000000000000e+02 | 2.110398560476328456e+01
4.260000000000000000e+02 | 2.178797594431384965e+01
4.270000000000000000e+02 | 2.185674478003420873e+01
4.280000000000000000e+02 | 2.086741685050580486e+01
4.290000000000000000e+02 | 2.127527866172369642e+01
4.300000000000000000e+02 | 2.286515706003550008e+01
4.310000000000000000e+02 | 2.355751192963437646e+01
4.320000000000000000e+02 | 2.386766507000720594e+01
4.330000000000000000e+02 | 2.246057287998439023e+01
4.340000000000000000e+02 | 2.174353533949598472e+01
4.350000000000000000e+02 | 2.213949066014986400e+01
4.360000000000000000e+02 | 2.356743444704541446e+01
4.370000000000000000e+02 | 2.211418723787359397e+01
4.380000000000000000e+02 | 2.208307847420952186e+01
4.390000000000000000e+02 | 2.220897475958349432e+01
4.400000000000000000e+02 | 2.348855233869333148e+01
4.410000000000000000e+02 | 2.368216664253572290e+01
4.420000000000000000e+02 | 2.322742384348261879e+01
4.430000000000000000e+02 | 2.625706756789037044e+01
4.440000000000000000e+02 | 2.408913148803586068e+01
4.450000000000000000e+02 | 2.354152616115139907e+01
4.460000000000000000e+02 | 2.555195644077569384e+01
4.470000000000000000e+02 | 2.304009201322464406e+01
4.480000000000000000e+02 | 2.697633115193719178e+01
4.490000000000000000e+02 | 2.720349350285313506e+01
4.500000000000000000e+02 | 2.339905001729727019e+01
4.510000000000000000e+02 | 2.609459717886064212e+01
4.520000000000000000e+02 | 2.531945881160712375e+01
4.530000000000000000e+02 | 2.571809313601804803e+01
4.540000000000000000e+02 | 2.697994787459867538e+01
4.550000000000000000e+02 | 2.614656057584126359e+01
4.560000000000000000e+02 | 2.636716650974318554e+01
4.570000000000000000e+02 | 2.608639760023874388e+01
4.580000000000000000e+02 | 2.809834180616367760e+01
4.590000000000000000e+02 | 2.483003009200446698e+01
4.600000000000000000e+02 | 2.898814461455524594e+01
4.610000000000000000e+02 | 2.472449317709411787e+01
4.620000000000000000e+02 | 2.905166975863810919e+01
4.630000000000000000e+02 | 2.590564050225526671e+01
4.640000000000000000e+02 | 2.605692712343340034e+01
4.650000000000000000e+02 | 2.845598891550002207e+01
4.660000000000000000e+02 | 2.772964338255420813e+01
4.670000000000000000e+02 | 2.939489943302998043e+01
4.680000000000000000e+02 | 2.978969078402892734e+01
4.690000000000000000e+02 | 2.963618348021973858e+01
4.700000000000000000e+02 | 2.690105902568966201e+01
4.710000000000000000e+02 | 2.817778587005208379e+01
4.720000000000000000e+02 | 2.817035234940475874e+01
4.730000000000000000e+02 | 2.922792207779114193e+01
4.740000000000000000e+02 | 2.712234081214627324e+01
4.750000000000000000e+02 | 2.940900805394948847e+01
4.760000000000000000e+02 | 2.910992548266532509e+01
4.770000000000000000e+02 | 2.886287272176718233e+01
4.780000000000000000e+02 | 3.098058884899439036e+01
4.790000000000000000e+02 | 2.936608149810317414e+01
4.800000000000000000e+02 | 3.123784130774034651e+01
4.810000000000000000e+02 | 2.956097786481574374e+01
4.820000000000000000e+02 | 3.116814662200162545e+01
4.830000000000000000e+02 | 3.259939564498100850e+01
4.840000000000000000e+02 | 3.051576252510005105e+01
4.850000000000000000e+02 | 3.166184355114667071e+01
4.860000000000000000e+02 | 3.083413787225292779e+01
4.870000000000000000e+02 | 3.159201470035416293e+01
4.880000000000000000e+02 | 3.252979284963780060e+01
4.890000000000000000e+02 | 2.988197983757376264e+01
4.900000000000000000e+02 | 3.339861965367572338e+01
4.910000000000000000e+02 | 3.027329949428305156e+01
4.920000000000000000e+02 | 3.178565308605418593e+01
4.930000000000000000e+02 | 3.093427898332123149e+01
4.940000000000000000e+02 | 3.292725962841784337e+01
4.950000000000000000e+02 | 3.166168806556809656e+01
4.960000000000000000e+02 | 3.285991550779855430e+01
4.970000000000000000e+02 | 3.176642488393687103e+01
4.980000000000000000e+02 | 3.176081880148607439e+01
4.990000000000000000e+02 | 3.486866115826327928e+01
5.000000000000000000e+02 | 3.463500544369879464e+01
5.010000000000000000e+02 | 3.239258712465112211e+01
5.020000000000000000e+02 | 3.380333318510152196e+01
5.030000000000000000e+02 | 3.307904591949556306e+01
5.040000000000000000e+02 | 3.573106550762560119e+01
5.050000000000000000e+02 | 3.635185137412777578e+01
5.060000000000000000e+02 | 3.274076778903153695e+01
5.070000000000000000e+02 | 3.487376871362306474e+01
5.080000000000000000e+02 | 3.400192530621423970e+01
5.090000000000000000e+02 | 3.656964970313977403e+01
5.100000000000000000e+02 | 3.442302301695604427e+01
5.110000000000000000e+02 | 3.660642939771629756e+01
5.120000000000000000e+02 | 3.431772836470342725e+01
5.130000000000000000e+02 | 3.444883447504670215e+01
5.140000000000000000e+02 | 3.732376659053226575e+01
5.150000000000000000e+02 | 3.433558132304126076e+01
5.160000000000000000e+02 | 3.821494897122801149e+01
5.170000000000000000e+02 | 3.538389699559396462e+01
5.180000000000000000e+02 | 3.415646084084656309e+01
5.190000000000000000e+02 | 3.803405367362164924e+01
5.200000000000000000e+02 | 3.499741530008360257e+01
5.210000000000000000e+02 | 3.858758960853984377e+01
5.220000000000000000e+02 | 3.530005042162174078e+01
5.230000000000000000e+02 | 3.742586257857078635e+01
5.240000000000000000e+02 | 3.807879797652863374e+01
5.250000000000000000e+02 | 3.738231181264431768e+01
5.260000000000000000e+02 | 3.725065891790966788e+01
5.270000000000000000e+02 | 3.972220194764984313e+01
5.280000000000000000e+02 | 3.596586738298991293e+01
5.290000000000000000e+02 | 4.027419662018309054e+01
5.300000000000000000e+02 | 3.846742063134522738e+01
5.310000000000000000e+02 | 3.831054804250745605e+01
5.320000000000000000e+02 | 4.079910775870932582e+01
5.330000000000000000e+02 | 3.866147717122089489e+01
5.340000000000000000e+02 | 3.831765872802335338e+01
5.350000000000000000e+02 | 3.830989696953194823e+01
5.360000000000000000e+02 | 3.743685857139044515e+01
